500
17451	22713	19
2630	7416	19
18722	10857	19
22520	15195	19
20283	20257	19
9600	11993	19
11601	11601	19
12733	12731	19
14253	12802	19
11970	21714	19
6039	20339	19
20834	15527	19
850	3839	19
1094	6580	19
1094	7600	19
21480	21362	19
9406	2917	19
15349	23052	19
10883	21141	19
2256	9876	19
17981	13695	19
3029	22721	19
20277	6094	19
22871	9087	19
22713	1759	19
2426	21291	19
21574	21228	19
9027	491	19
15450	15195	19
21577	24283	19
21289	17281	19
12532	12532	19
14537	3579	19
1923	6203	19
6738	1841	19
22565	22565	19
14478	18594	19
5168	21832	19
17069	19219	19
13385	1214	19
22558	13916	19
1883	22007	19
17800	7340	19
4958	4958	19
23131	23703	19
3884	22522	19
8469	3021	19
11670	14019	19
14483	14855	19
6983	20685	19
12780	18195	19
8729	22695	19
3231	5085	19
10035	17800	19
10603	2821	19
4264	18594	19
23491	23474	306
23497	23480	306
14816	4157	306
23469	23412	306
11510	11484	306
11576	11509	306
23409	23507	306
23488	23501	306
23466	23454	306
23493	23422	306
428	427	306
2895	14032	79
7156	7156	79
17773	8562	79
14595	22320	79
21067	23237	79
23873	15463	14
9454	6421	14
8289	14878	14
5106	23922	14
22628	5029	14
24145	19233	14
21679	5384	14
21820	20257	14
21951	472	14
16687	19831	14
21942	14379	14
3336	21141	14
22164	21140	14
21467	4229	14
12899	20311	14
16325	17309	268
8681	17315	268
4012	17311	268
9210	13707	317
3286	4301	317
15209	5225	317
17589	3954	317
2088	1922	317
12405	6043	317
12926	17646	233
14660	14658	233
12235	12234	233
20411	19920	40
23428	3588	40
18431	13090	40
11557	20028	40
3241	22303	214
16278	10092	214
9120	18786	214
4662	4045	214
14763	17193	214
22178	9301	214
3338	9416	214
20206	9286	214
14863	4999	214
17007	15817	214
7643	591	214
591	2798	214
6621	10175	214
10092	3937	214
2705	7400	214
19282	14234	214
6205	4045	214
4156	7781	214
13208	18997	214
2682	6416	255
24003	23966	255
13081	3652	255
7941	20882	255
11310	7575	255
895	895	255
13661	19592	255
11458	1595	255
7678	4348	255
23933	1009	255
12515	22218	255
5070	14242	255
10990	16863	255
253	239	255
20690	12228	255
8981	11091	255
24138	1341	168
13473	12746	168
7885	7884	168
9867	8560	168
21945	2218	93
14378	22921	93
17935	21101	6
21481	9374	6
16876	21895	6
9657	2276	6
23875	534	6
23301	1433	6
1228	9544	6
15361	22944	225
14569	13162	154
17829	14064	154
4536	14064	154
10631	16501	154
10448	6194	154
10929	18839	154
11313	11316	16
12517	12516	142
12517	7918	142
7030	14586	142
7479	10114	142
102	20092	142
9855	19082	278
21134	3050	278
2642	2946	278
15432	4140	278
23727	23726	278
13600	10008	278
3481	23655	278
24235	24235	129
3882	18850	129
18309	22307	327
5518	16496	327
4222	11854	327
23351	23350	327
4215	4211	327
7575	11310	327
18895	8938	327
22217	11785	327
1906	18174	327
4216	4215	327
1205	14145	327
11854	15191	327
11672	9225	327
2046	2047	327
22104	23620	139
8095	18002	139
9366	15326	206
13928	6929	122
2620	6140	122
15278	15278	122
7135	7135	122
18695	5359	122
21973	21973	122
6109	6109	122
21206	17362	122
7468	7468	122
6369	18587	122
21298	21298	122
21362	10798	122
21714	11970	122
21716	8039	122
2509	13339	65
23603	2123	65
10118	1200	65
2351	1200	65
23766	6191	65
23602	10463	65
2530	151	65
19143	17521	65
19143	7272	65
22878	7509	133
7293	16810	133
13907	2352	133
20458	11623	281
14289	12805	281
13562	20444	281
6216	13905	281
11094	13390	281
4310	14462	281
17998	21219	106
5670	496	106
8206	24360	220
11294	14450	100
3843	6512	100
3311	13482	100
9281	11698	100
19932	6420	286
18593	18563	286
11500	3134	230
23324	3567	230
23069	12093	230
14592	9667	284
9983	11892	284
8115	13090	284
10681	12994	284
20541	22281	284
8176	7708	284
2499	23603	161
136	11457	188
240	16561	188
224	17881	188
19345	10799	24
2369	2369	24
21702	6140	24
1157	1157	24
4706	4706	24
11386	11106	24
7167	22558	24
8735	13245	24
13367	13367	24
3223	3223	24
21843	21843	24
18657	18657	24
7166	12247	258
11927	9688	279
22514	22514	279
14741	9003	346
18263	16488	346
18670	18670	326
15571	20849	326
7800	17870	223
19579	7355	223
17333	17333	223
3789	11636	197
15018	4060	20
15167	20970	20
14029	4501	20
2175	11822	20
13479	13480	288
17419	5851	288
16010	19931	288
20764	17539	256
10215	10215	256
8587	14769	246
17172	17172	176
14406	6047	98
19889	8672	98
1303	1303	30
18583	18583	30
12769	22024	126
11639	15148	287
11639	9420	287
18966	18967	287
11461	9420	287
10148	15224	314
5485	2448	128
21418	16488	210
9366	15326	90
7902	7902	90
3366	8337	236
18717	5130	236
24192	8347	236
9149	22221	237
16821	11786	76
7500	1612	178
6901	4364	144
19520	2391	144
19008	16468	144
13029	11357	144
21713	5701	330
1950	14822	260
10618	24436	260
16871	16932	260
12794	15942	111
21794	20251	111
6155	9845	224
12323	23114	152
200	200	120
2432	12718	271
11505	3832	58
23750	14409	58
18132	12994	58
1472	4633	58
9188	7350	58
23418	14865	58
11118	2352	58
12886	6002	345
11682	6742	232
987	19881	232
328	15886	64
3181	9934	311
3119	4947	311
8606	14254	172
3276	17689	165
15487	3613	165
6642	14050	0
2696	2698	75
9196	16061	75
1335	1335	92
2773	10970	54
4032	10024	167
14595	14595	107
18710	15226	250
10903	3405	153
